Rank,URL,Title,Country,Air Date,Time Slot,Episodes,Runtime,Network,Director,Writer,Leads,Leads_Likes,Leads_Max,Score,Voter,Watchers,Genre,Tag
1209,https://mydramalist.com/705661-castle-in-the-sky/cast,The Empire, South Korea ," Sep 24, 2022 - Nov 13, 2022"," Saturday, Sunday", 16, 60 min.,"jTBC, ViuTV",/people/20264-yoo-hyun-ki,/people/110119-oh-ga-kyu,"/people/487-kim-sun-ah, /people/860-ahn-jae-wook, /people/516-lee-mi-sook, /people/5606-song-young-chang, /people/1648-shin-goo, /people/1737-oh-hyun-kyung",210.0,692,7.2,218,1216,"Law, Drama, Melodrama","Ex-spouse Relationship, Married Female Lead, Married Male Lead, Professor Supporting Character, Professor Female Lead, Professor Male Lead, Secretary Supporting Character, Detective Supporting Character, Reporter Supporting Character, Prosecutor Supporting Character"
1210,https://mydramalist.com/23961-lets-only-walk-the-flower-road/cast,Let's Only Walk The Flower Road, South Korea ," Jun 26, 2017 - Jul  3, 2017",n/a, 8, 15 min.,KBS1,,n/a,"/people/858-jang-won-young, /people/4693-im-won-hee",101.5,171,7.4,395,1206,"Music, Comedy, Life, Youth","Short Length Series, Multiple Mains, Miniseries, Friendship"
1211,https://mydramalist.com/59565-normal-but-special/cast,Ordinary but Special, South Korea ," Apr  8, 2020 - May 13, 2020", Wednesday, 6, 17 min.,vLive,/people/102819-han-da-weon,n/a,"/people/16599-hwang-jung-ha, /people/39909-kim-bum-su, /people/57409-jeong-ye-seo",20.333333333333332,48,7.4,551,1205,"Comedy, Romance, Youth, Drama","Best Friends' Relationship, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, Short Length Series, Miniseries, High School, Web Series, Student, First Love"
1212,https://mydramalist.com/33799-queen-s-children/cast,Home for Summer, South Korea ," Apr 29, 2019 - Oct 25, 2019"," Monday, Tuesday, Wednesday, Thursday, Friday", 128, 30 min.,KBS1,/people/24417-sung-joon-hae,/people/28925-koo-ji-won,"/people/689-lee-young-eun, /people/8086-yoon-sun-woo, /people/4361-kim-sa-kwon, /people/3213-lee-chae-young",122.0,277,7.4,338,1205,"Romance, Drama, Melodrama","Infidelity, Mother-Son Relationship, Father-Son Relationship, Adoption, Father-Daughter Relationship, Mother-Daughter Relationship, Eccentric Male Lead, Childhood Friends' Relationship, Orphanage Setting, Plastic Surgeon Male Lead"
1213,https://mydramalist.com/3146-god-of-war/cast,God of War, South Korea ," Feb 11, 2012 - Sep 15, 2012"," Saturday, Sunday", 56, 1 hr. 5 min.,MBC,"/people/16315-kim-heung-dong, /people/16966-kim-jin-min",/people/16764-lee-hwan-kyung,"/people/1288-kim-gyu-ri, /people/1902-park-sang-min, /people/1753-kim-ju-hyuk, /people/1191-jung-bo-seok",116.25,248,7.7,294,1202,"Military, Adventure, Historical, Drama","Slave Male Lead, Historical Fiction, Mongol Empire, Yuan Dynasty, Goryeo Dynasty, War"
1214,https://mydramalist.com/79833-real-time-love-4/cast,Real:Time:Love Season 4, South Korea ," Nov 20, 2020 - Jan  8, 2021", Friday, 8, 17 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/40655-park-shi-young, /people/40661-choi-hyun-wook, /people/48303-lee-won-jung",367.6666666666667,945,7.6,454,1198,"Comedy, Romance, Drama, Sitcom","Childhood Friends' Relationship, Teenager Female Lead, Teenager Male Lead, Short Length Series, Ex-Boyfriend Comes Back, Miniseries, High School, Friends To Lovers, Web Series, Student"
1215,https://mydramalist.com/3335-syndrome/cast,Syndrome, South Korea ," Feb 13, 2012 - Apr 17, 2012"," Monday, Tuesday", 20, 1 hr. 5 min.,jTBC,"/people/20491-go-jae-hyun, /people/21113-lee-sung-joo",/people/27157-kim-sol-ji,"/people/796-han-hye-jin, /people/1478-jo-jae-hyun, /people/2634-kim-yoo-suk, /people/622-park-gun-hyung, /people/873-kim-sung-ryung, /people/1219-song-chang-eui",121.33333333333333,207,7.2,296,1191,"Romance, Drama, Medical","Neurosurgeon Male Lead, Arrogant Male Lead"
1216,https://mydramalist.com/13261-make-a-woman-cry/cast,Make a Woman Cry, South Korea ," Apr 18, 2015 - Aug 30, 2015"," Saturday, Sunday", 40, 1 hr. 15 min.,MBC,"/people/20338-kim-keun-hong, /people/25175-park-sang-hoon",/people/28447-ha-chung-ok,"/people/988-kim-jung-eun, /people/1219-song-chang-eui, /people/1277-ha-hee-ra, /people/3301-oh-dae-gyu, /people/1758-lee-tae-ran",78.8,194,7.6,263,1182,"Romance, Drama, Melodrama","Father-Son Relationship, Male Chases Female First, Strong Female Lead, Nice Male Lead, Rich Man/Poor Woman, Multiple Mains, Brothers' Relationship, Badass Female Lead, Big Family, Soap Opera"
1217,https://mydramalist.com/21270-momins-room/cast,Momin's Room, South Korea ," Nov  1, 2016 - Nov 22, 2016"," Tuesday, Thursday", 7, 12 min.,OCN,n/a,n/a,"/people/1642-lee-gi-kwang, /people/13650-jang-hee-ryung",598.0,1011,6.9,303,1165,"Comedy, Romance, Drama, Family","Unrequited Love, Older Woman/Younger Man, Short Length Series, Highlight, Miniseries, Web Series, Friendship"
1218,https://mydramalist.com/722715-wild-boar-hunt/cast,Hunted, South Korea ," Aug  1, 2022 - Aug 22, 2022", Monday, 4, 1 hr. 9 min.,MBC,/people/96509-song-yeon-hwa,/people/101091-jo-beom-gi,"/people/10727-park-ho-san, /people/3036-ye-soo-jung, /people/17707-kim-soo-jin",180.66666666666666,336,7.5,334,1156,"Thriller, Mystery","Village Setting, Countryside Setting, Married Female Lead, Married Male Lead, Elder Female Lead, Dementia, Miniseries, Strong Female Lead, Investigation, Suspense"
1219,https://mydramalist.com/19470-devils-diary/cast,Devil's Diary, South Korea ," Feb 24, 2016", Wednesday, 4, 16 min.,Naver TV Cast,n/a,n/a,"/people/5504-han-joo-wan, /people/7543-lee-shi-won",178.0,269,7.3,150,1151,"Comedy, Romance, Drama, Fantasy, Supernatural","Short Length Series, Miniseries, Devil, Demon, Interspecies Romance"
1220,https://mydramalist.com/11758-love-frequency-37.2/cast,Love Frequency 37.2, South Korea ," Nov 12, 2014 - Dec 24, 2014", Wednesday, 6, 1 hr. 2 min.,MBC every1,/people/21347-park-soo-cheol,n/a,"/people/7953-yoon-gun, /people/1210-choi-yoon-so, /people/8933-yoon-jin-wook",21.333333333333332,58,6.8,388,1141,Romance,Miniseries
1221,https://mydramalist.com/30040-love-after-school-2/cast,Love After School 2, South Korea ," Jul 26, 2018 - Oct  2, 2018",n/a, 7, 10 min.,n/a,n/a,n/a,"/people/18993-park-so-eun, /people/17585-kang-da-hyun, /people/20433-yunmin, /people/21661-yoo-jung-woo",63.25,196,7.3,473,1141,"Romance, Youth, Drama","Miniseries, Web Series, Student, Student-Teacher Relationship, Love Triangle, School"
1222,https://mydramalist.com/7809-the-woman-who-married-three-times/cast,The Woman Who Married Three Times, South Korea ," Nov  9, 2013 - Mar 30, 2014"," Saturday, Sunday", 40, 1 hr. 5 min.,SBS,/people/16509-son-jung-hyun,/people/16026-kim-soo-hyun,"/people/618-ha-suk-jin, /people/1106-lee-ji-ah, /people/541-uhm-ji-won, /people/1219-song-chang-eui",627.0,1482,6.5,294,1141,"Drama, Family",
1223,https://mydramalist.com/14826-28-faces-of-the-moon/cast,28 Faces of the Moon, South Korea ," Jun 15, 2016 - Jun 16, 2016", Thursday, 8, 10 min.,n/a,n/a,n/a,"/people/1679-kim-kyu-jong, /people/2790-yang-jin-sung",199.5,322,5.8,376,1137,"Thriller, Mystery, Romance, Life","Investigation, Suspense, Death Of A Fiancée, Short Length Series, Miniseries, Drama"
1224,https://mydramalist.com/61083-my-dear-friend/cast,My Dear Friend, South Korea ," Feb 27, 2019 - Apr  3, 2019",n/a, 4, 5 min.,n/a,n/a,n/a,/people/87287-jung-yoo-hyeon,4.0,4,6.9,361,1130,"Romance, Youth, Drama","LGBTQ+, Friends To Lovers, School, Best Friends' Relationship, Teenager Female Lead, Lesbian Female Lead, Short Length Series, Lesbian Romance, Miniseries, High School"
1225,https://mydramalist.com/29237-not-all-right-but-it-s-alright/cast,"Not Alright, But It's Alright", South Korea ," May 17, 2018 - Jun 16, 2018",n/a, 10, 10 min.,"Naver TV Cast, vLive",n/a,n/a,"/people/17308-so-joo-yeon, /people/45441-kim-han-na, /people/21678-song-geon-hee, /people/36721-kim-min-ha, /people/45639-jeong-ui-seong",157.6,447,7.7,509,1127,"Life, Drama","Contract Employee Female Lead, Co-workers' Relationship, Workplace Setting, Office Worker Female Lead, Office Worker Male Lead, Hardship, Miniseries, Web Series"
1226,https://mydramalist.com/707971-taejong-yi-bang-won/cast,"The King of Tears, Lee Bang Won", South Korea ," Dec 11, 2021 - May  1, 2022"," Saturday, Sunday", 32, 60 min.,KBS1,/people/21475-kim-hyung-il,/people/21335-lee-jung-woo,"/people/554-joo-sang-wook, /people/1873-kim-young-chul, /people/1590-park-jin-hee, /people/394-ye-ji-won",549.75,1366,7.7,154,1124,"Thriller, Historical, Drama, Political","Historical Fiction, Royalty, Joseon Dynasty, Suspense, Consort Supporting Character, Eunuch Supporting Character, Monk/Nun Supporting Character, King Supporting Character, Queen Supporting Character, Prince Supporting Character"
1227,https://mydramalist.com/16789-babysitter/cast,Babysitter, South Korea ," Mar 14, 2016 - Mar 22, 2016"," Monday, Tuesday", 4, 60 min.,KBS2,/people/16625-kim-yong-soo,/people/113975-choi-hyo-bi,"/people/1325-jo-yeo-jung, /people/192-kim-min-joon, /people/11587-shin-yoon-joo",219.33333333333334,496,7.4,401,1118,"Thriller, Mystery, Drama","Older Man/Younger Woman, Miniseries, Infidelity, Babysitting, Investigation, Suspense"
1228,https://mydramalist.com/63425-phoenix/cast,Phoenix 2020, South Korea ," Oct 26, 2020 - Apr  9, 2021"," Monday, Tuesday, Wednesday, Thursday, Friday", 120, 30 min.,SBS,"/people/27959-lee-hyun-jik, /people/44645-kim-jae-hong",/people/21460-lee-yoo-jin,"/people/1984-hong-soo-ah, /people/1733-lee-jae-woo, /people/6193-seo-ha-joon, /people/4550-park-young-rin",58.75,141,6.6,159,1117,"Business, Romance, Drama, Melodrama","Disapproving Parent, Time Skip, Family Pressure, Rags To Riches, First Love, Marriage, Pregnancy, Love Triangle, MDL Remake, Bitterness"
1229,https://mydramalist.com/21811-please-find-her/cast,Please Find Her, South Korea ," Mar 31, 2017 - Jun 30, 2017", Tuesday, 14, 10 min.,KBS2,n/a,n/a,"/people/1876-lee-hyun-jae, /people/1270-kim-ji-hoon, /people/11375-hyung-won",517.6666666666666,916,7.1,325,1113,"Friendship, Comedy, Romance","Foreigner Male Lead, Short Length Series, Traveling, Web Series"
1230,https://mydramalist.com/6403-hur-jun-the-original-story/cast,"Hur Jun, the Original Story", South Korea ," Mar 18, 2013 - Sep 27, 2013"," Monday, Tuesday, Wednesday, Thursday, Friday", 135, 31 min.,MBC,"/people/20338-kim-keun-hong, /people/29187-kwon-sung-chang",/people/16181-choi-wan-kyu,"/people/1753-kim-ju-hyuk, /people/1897-park-eun-bin, /people/513-nam-goong-min, /people/1590-park-jin-hee",1850.0,4391,8.0,206,1112,"Historical, Drama, Medical","Doctor Male Lead, Strong Male Lead, Disease, Healing, Smart Male Lead, Illness, Joseon Dynasty, Death, Poor Male Lead, Prime Minister"
1231,https://mydramalist.com/33887-running-investigator/cast,The Running Mates: Human Rights, South Korea ," Sep 18, 2019 - Oct 31, 2019"," Wednesday, Thursday", 14, 60 min.,OCN,/people/16625-kim-yong-soo,"/people/31765-lee-hye-in, /people/32709-baek-jung-chul","/people/339-lee-yo-won, /people/8158-choi-gwi-hwa, /people/1476-jang-hyun-sung",330.3333333333333,642,7.4,257,1106,"Mystery, Law, Drama","Workplace Setting, Prosecutor Male Lead, Tough Female Lead, Righteous Male Lead, Badass Male Lead, Nice Female Lead, Righteous Female Lead, Hardworking Male Lead, Hardworking Female Lead, Hot-Tempered Male Lead"
1232,https://mydramalist.com/35353-anniversary-anyway/cast,Anniversary Anyway, South Korea ," May 21, 2019 - Jul  5, 2019"," Tuesday, Friday", 14, 7 min.,n/a,n/a,n/a,"/people/23031-kim-min-seo, /people/17400-lee-jae-seok, /people/15878-yang-hong-seok, /people/22978-kim-na-yun, /people/16808-gyu-jin, /people/23146-park-ji-ye",105.5,415,7.5,305,1106,"Romance, Youth, Drama","Cold Male Lead, Calm Female Lead, Smart Male Lead, Friends To Lovers, Web Series, Multiple Couples, Teenager Female Lead, Teenager Male Lead, Short Length Series, Smart Female Lead"
1233,https://mydramalist.com/701701-phantom-school/cast,Phantom School, South Korea ," Nov 16, 2022 - Dec  7, 2022", Wednesday, 8, 30 min.,Viki,n/a,n/a,"/people/19932-nc-a, /people/62793-tan",44.5,64,7.2,212,1103,"Action, Youth, Fantasy","Spirit Hunter Female Lead, Spirit Hunter Male Lead, Occult, Miniseries, Exorcism, High School, Magic, Web Series, Student, Supernatural"
1234,https://mydramalist.com/705677-the-guys-i-want-to-catch/cast,The Guys I Want to Catch, South Korea ," Aug 30, 2021 - Nov  1, 2021", Monday, 10, 16 min.,n/a,n/a,n/a,"/people/16713-son-dong-woon, /people/4926-niel, /people/16800-jung-woo-seok, /people/16825-im-se-joon",84.0,138,7.1,150,1093,Drama,"Web Series, Short Length Series, Miniseries, Bromance, Friendship"
1235,https://mydramalist.com/15514-start-love/cast,Start Love, South Korea ," Sep 24, 2015 - Oct  8, 2015",n/a, 5, 10 min.,Naver TV Cast,n/a,n/a,"/people/10698-moon-byul, /people/1679-kim-kyu-jong",125.0,173,6.8,435,1085,Romance,"Short Length Series, Miniseries, Web Series"
1236,https://mydramalist.com/51375-he-alive/cast,Alive, South Korea ," Aug 17, 2019 - Aug 28, 2019"," Wednesday, Saturday", 8, 10 min.,Naver TV Cast,/people/34483-park-sun-jae,/people/34483-park-sun-jae,/people/5864-jo-seung-hyun,39.0,39,7.5,274,1084,"Mystery, Horror, Supernatural","Ghost-seeing Male Lead, Investigation, Suspense, Workplace Setting, Short Length Series, Workplace Abuse, Miniseries, Death, Web Series, Revenge"
1237,https://mydramalist.com/21860-the-facetale-season-1-cinderia/cast,The Facetale Season 1: Cinderia, South Korea ," Oct 14, 2016 - Nov 17, 2016",n/a, 10, 8 min.,"Naver TV Cast, Viki",n/a,n/a,"/people/4235-lee-joo-yeon, /people/7358-choi-tae-hwan, /people/13807-shin-suk-chul, /people/90545-kang-so-yeon",72.0,143,6.7,439,1079,"Romance, Fantasy","Miniseries, Cosmetic Industry, Makeover"
1238,https://mydramalist.com/22895-unknown-woman/cast,Unknown Woman, South Korea ," Apr 24, 2017 - Sep 15, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday", 102, 35 min.,KBS2,/people/22738-kim-myung-wook,/people/22739-moon-eun-ah,"/people/3020-oh-ji-eun, /people/691-seo-ji-suk, /people/2662-park-yoon-jae, /people/1210-choi-yoon-so, /people/2016-bae-jong-ok",105.6,213,7.4,342,1077,"Drama, Family, Melodrama","Smart Female Lead, Soap Opera, Strong Female Lead, Revenge"
1239,https://mydramalist.com/718667-don-t-lie-rahee/cast,"Don't Lie, Rahee", South Korea ," Jan 19, 2022 - Feb  9, 2022", Wednesday, 4, 18 min.,Naver TV Cast,n/a,n/a,"/people/13779-kim-na-hyun, /people/55481-kim-ji-woong, /people/46083-choi-yeon-soo",241.66666666666666,615,7.5,377,1070,"Romance, Youth","Short Length Series, Miniseries, Liar Female Lead, Lying, First Love, Influencer Female Lead, Body Image, Web Series, Childhood Friends' Relationship, Poor Female Lead"
1240,https://mydramalist.com/10324-my-dear-cat/cast,My Dear Cat, South Korea ," Jun  9, 2014 - Nov 21, 2014"," Monday, Tuesday, Wednesday, Thursday, Friday", 119, 34 min.,KBS1,/people/22005-kim-won-yong,/people/22008-lee-eun-joo,"/people/328-hyun-woo, /people/1149-choi-min-sung, /people/1850-choi-yoon-young, /people/5889-jun-hyo-sung",266.25,383,6.8,185,1070,"Mystery, Comedy, Romance, Drama","Investigation, Family"
1241,https://mydramalist.com/40227-govengers/cast,Govengers, South Korea ," Oct 17, 2018 - Nov 25, 2018"," Wednesday, Sunday", 12, 15 min.,"Naver TV Cast, vLive",/people/29857-kim-sang-woo,n/a,"/people/30963-tae-woo, /people/28473-choe-chan-yi, /people/22551-jung-jin-hwan, /people/24275-eom-se-ung, /people/24277-shin-jeong-you, /people/54241-kang-hae-lim",134.83333333333334,346,7.7,192,1065,"Comedy, Youth, Supernatural","Clone, Time Manipulation, Multiple Mains, High School, Special Power, Superhuman Strength, Student, School Bullying, Best Friends' Relationship, Supernatural Power"
1242,https://mydramalist.com/724805-golden-mask/cast,Gold Mask, South Korea ," May 23, 2022 - Oct  7, 2022"," Monday, Tuesday, Wednesday, Thursday, Friday", 100, 35 min.,KBS2,/people/28519-uh-soo-sun,/people/20579-kim-min-joo,"/people/1222-cha-ye-ryeon, /people/1569-lee-hyun-jin, /people/2824-lee-hwi-hyang, /people/1152-na-young-hee",122.5,219,7.2,262,1065,"Drama, Melodrama","Revenge, Greed, Restaurant Manager Supporting Character, Female Centered Plot, Married Female Lead, Swindler Supporting Character, Loan Shark Female Lead, Heir/Heiress Supporting Character, Married Life, False Rumors"
1243,https://mydramalist.com/54985-somehow-family/cast,Somehow Family, South Korea ," Mar 21, 2021 - Jun  6, 2021", Sunday, 12, 60 min.,TV Chosun,n/a,n/a,"/people/1113-sung-dong-il, /people/1115-jin-hee-kyung, /people/939-kim-kwang-gyu",591.3333333333334,1330,7.6,102,1050,"Romance, Drama, Family, Sitcom","Boarding House, Comedy, Bickering Mains' Relationship, Airport Setting, Restaurant Setting, Neighbors' Relationship, Brothers' Relationship, Married Life, Secret Crush, First Love"
1244,https://mydramalist.com/15745-sweet-home-sweet-honey/cast,"Sweet Home, Sweet Honey", South Korea ," Nov  2, 2015 - Apr 29, 2016"," Monday, Tuesday, Wednesday, Thursday, Friday", 129, 35 min.,KBS1,/people/22738-kim-myung-wook,/people/22006-kang-sung-jin,"/people/4962-song-ji-eun, /people/7010-lee-jae-joon, /people/4528-kim-min-soo, /people/4339-seo-yi-ahn",274.75,622,6.9,270,1049,"Romance, Drama, Family, Melodrama",
1245,https://mydramalist.com/681949-it-s-okay-to-be-sensitive-2020/cast,It's Okay to be Sensitive 2020, South Korea ," Dec  3, 2020 - Dec 26, 2020"," Thursday, Saturday", 8, 15 min.,"Naver TV Cast, tvN",n/a,n/a,"/people/10363-han-sung-yun, /people/23280-kim-no-jin, /people/27239-lee-han-ik, /people/58125-kim-moo-joon",52.0,91,7.5,314,1044,"Friendship, Comedy, Youth, Drama","Idol Trainee, Feminist Message, Web Series, Short Length Series, Sex Scandal, Scandal, Miniseries, Sexual Content"
1246,https://mydramalist.com/21314-love-is-drop-by-drop/cast,Love Is Drop by Drop, South Korea ," Nov 28, 2016 - Jun  2, 2017"," Monday, Tuesday, Wednesday, Thursday, Friday", 120, 35 min.,SBS,/people/17818-kim-jung-min,/people/28335-kim-young-in,"/people/195-wang-ji-hye, /people/8062-kang-eun-tak, /people/4501-gong-hyun-joo, /people/4528-kim-min-soo",102.0,230,7.4,216,1041,"Business, Romance, Drama, Melodrama","Obsessive Female Lead, Heart Transplant, Disapproving Parent, Family Relationship, Deception, Jealousy, Mother-Son Relationship, Death, Family Pressure, Forgiveness"
1247,https://mydramalist.com/7347-welcome-to-royal-villa/cast,Welcome to Royal Villa, South Korea ," Jul 15, 2013 - Sep  9, 2013", Monday, 10,n/a,jTBC,n/a,n/a,"/people/1898-kim-byung-man, /people/5231-oh-cho-hee, /people/3263-onew",333.3333333333333,949,7.5,139,1038,"Comedy, Sitcom",Miniseries
1248,https://mydramalist.com/32440-hip-hop-king-nassna-street/cast,Hip Hop King: Nassna Street, South Korea ," Aug  9, 2019 - Sep 13, 2019", Friday, 6, 1 hr. 10 min.,SBS,/people/30765-lee-joon-hyeong,n/a,"/people/3842-hoya, /people/3646-shin-won-ho, /people/19695-lee-na-eun, /people/17296-han-hyun-min",557.75,1041,7.7,102,1038,"Music, Youth, Drama","Determined Male Lead, Raised By Grandmother, Grandma-Grandson Relationship, Slight Romance, Miniseries, High School, Coming Of Age, Hip Hop, Student, Rap"
1249,https://mydramalist.com/26816-let-s-hold-hands-tightly-and-watch-the-sunset/cast,Let's Hold Hands Tightly and Watch The Sunset, South Korea ," Mar 21, 2018 - May 10, 2018"," Wednesday, Thursday", 32, 35 min.,MBC,"/people/20796-kim-sung-yong, /people/47205-jung-ji-in",/people/16025-jung-ha-yeon,"/people/796-han-hye-jin, /people/188-yoon-sang-hyun, /people/834-yoo-in-young, /people/1070-kim-tae-hoon",518.5,1090,6.5,185,1032,"Romance, Drama, Family, Melodrama","Architecture Industry, Hospital Setting, Death Of A Husband, Death Of A Mother, Widow Female Lead, Housewife Female Lead, Doctor Male Lead, Competent Female Lead, Grandpa-Granddaughter Relationship, Flashback To Past"
1250,https://mydramalist.com/19710-tong-memories/cast,Tong: Memories, South Korea ," Jul 22, 2016",n/a, 12, 14 min.,n/a,n/a,n/a,"/people/9890-lee-hak-joo, /people/9429-heo-ji-won",262.0,503,7.4,357,1019,"Action, Youth, Drama","Short Length Series, Street Fight, High School, Gang, Web Series, Student, Adapted From A Webtoon, Bromance, School, Friendship"
1251,https://mydramalist.com/3777-standby/cast,Standby, South Korea ," Apr  9, 2012 - Oct  5, 2012"," Monday, Tuesday, Wednesday, Thursday, Friday", 113, 23 min.,MBC,n/a,"/people/18328-baek-sun-woo, /people/40357-lee-eun-young, /people/72843-hong-bo-hee","/people/346-jung-so-min, /people/2718-kim-soo-hyun, /people/1891-im-shi-wan, /people/621-lee-ki-woo, /people/618-ha-suk-jin, /people/611-ryu-jin, /people/9245-jung-ga-ram",1628.0,5456,7.5,136,1016,"Business, Comedy, Sitcom",
1252,https://mydramalist.com/70877-refill-if-only/cast,Re-Feel: If Only, South Korea ," Jun 30, 2021 - Aug  4, 2021", Wednesday, 6,n/a,n/a,n/a,/people/57309-choi-yo-ji,"/people/30515-lee-chan-hyung, /people/23150-jeon-hye-yeon, /people/39475-choi-kyung-hoon, /people/14233-mimi, /people/41519-kim-min-joo",138.0,330,7.4,43,1011,"Comedy, Romance, Fantasy","Café Setting, Return To Past, Part-time Worker, Multiple Mains, Miniseries, Web Series, Time Travel"
1253,https://mydramalist.com/30070-between-friendship-and-love-3/cast,Between Friendship and Love 3, South Korea ," Jul 20, 2018 - Aug 22, 2018", Wednesday, 12, 6 min.,"Naver TV Cast, vLive",n/a,/people/82293-lee-ye-dam,"/people/14109-kim-chae-eun, /people/22029-mu-jin-sung, /people/19062-kim-wook, /people/21371-han-so-eun",130.75,244,7.7,374,1001,"Romance, Drama","Screenwriter Female Lead, Short Length Series, Break Up, Steamy Kiss, Web Series, Nice Male Lead, Love Triangle"
1254,https://mydramalist.com/707493-time-of-memory/cast,Time of Memory, South Korea ," Dec 28, 2021 - Jan  1, 2022",n/a, 20, 10 min.,n/a,n/a,n/a,"/people/1412-lee-sung-yeol, /people/17703-binnie",586.0,1135,6.9,199,1001,"Romance, Fantasy","Short Length Series, Famous Male Lead, Hyperthymesia, Web Series"
1255,https://mydramalist.com/6612-crazy-love/cast,Crazy Love, South Korea ," Apr  8, 2013 - Sep 17, 2013"," Monday, Tuesday, Wednesday, Thursday, Friday", 100, 50 min.,tvN,/people/28595-lee-chang-han,/people/61901-jung-hye-won,"/people/499-park-sun-young, /people/4635-go-se-won",77.0,119,6.8,236,992,"Romance, Drama, Family, Melodrama","Orphanage Setting, Birth Secret, Second Chance, Character Development"
1256,https://mydramalist.com/20552-clocking-out/cast,Clocking Out, South Korea ," Oct 21, 2016 - Nov  1, 2016"," Tuesday, Friday", 4, 10 min.,Naver TV Cast,/people/57723-kim-gun,n/a,"/people/1596-kim-sang-joong, /people/1267-kim-kang-woo, /people/396-joo-won",1211.3333333333333,2703,7.1,224,991,"Action, Mystery, Sci-Fi, Fantasy","Alien, Agent Male Lead, Short Length Series, Car Chase, Gun Fight, Teamwork, Monster, Miniseries, Crossworlds Traveler, Web Series"
1257,https://mydramalist.com/56931-oppa-will-date-instead/cast,Phantom the Secret Agent, South Korea ," Jul 13, 2020 - Aug  3, 2020", Monday, 4, 11 min.,Naver TV Cast,n/a,n/a,"/people/4446-yoon-bo-mi, /people/18156-lee-se-jin, /people/43553-jang-chun, /people/24611-park-su-min",233.75,679,6.6,148,984,"Romance, Drama, Supernatural","Web Series, Secret Crush, Friendship, Unrequited Love, Childhood Friends' Relationship, Best Friends' Relationship, Short Length Series, Cheerful Female Lead, Spirit Possession, Brother-Sister Relationship"
1258,https://mydramalist.com/709883-delivery/cast,Delivery, South Korea ," Nov 12, 2021", Friday, 8, 9 min.,n/a,n/a,n/a,"/people/19762-miyeon, /people/16975-tae-vin",193.0,262,6.7,215,972,"Action, Comedy, Martial Arts, Sci-Fi","Deliverywoman Female Lead, Strong Female Lead, Cold Female Lead, Alien, Fight, Short Length Series, Miniseries, Web Series"
1259,https://mydramalist.com/58607-caf-kilimanjaro/cast,Café Kilimanjaro, South Korea ," Aug 13, 2020", Thursday, 10, 15 min.,n/a,n/a,n/a,"/people/15624-kwon-hyun-bin, /people/13779-kim-na-hyun, /people/29169-choi-shi-hoon, /people/24553-baek-jin, /people/71981-park-chan-kyu",105.2,317,7.3,309,963,"Music, Drama","Café Setting, Café Owner Male Lead, Short Length Series, Band, Multiple Mains, Miniseries, Web Series"
1260,https://mydramalist.com/15129-all-is-well/cast,All is Well, South Korea ," Aug 31, 2015 - Jan 29, 2016"," Monday, Tuesday, Wednesday, Thursday, Friday", 102, 35 min.,KBS2,/people/22005-kim-won-yong,/people/22160-lee-seon-hee,"/people/1850-choi-yoon-young, /people/7009-kwak-shi-yang, /people/2886-uhm-hyun-kyung, /people/1889-song-jae-hee, /people/2495-heo-jung-min, /people/5909-han-bo-reum",329.3333333333333,1075,6.9,238,959,"Romance, Drama, Family, Melodrama",
1261,https://mydramalist.com/39631-elegant-mother-and-daughter/cast,Gracious Revenge, South Korea ," Nov  4, 2019 - Mar 27, 2020"," Monday, Tuesday, Wednesday, Thursday, Friday", 103, 33 min.,KBS2,/people/28519-uh-soo-sun,/people/28649-oh-sang-hee,"/people/1222-cha-ye-ryeon, /people/3645-choi-myung-gil, /people/833-kim-heung-soo, /people/34569-oh-chae-yi, /people/2778-lee-hae-woo",44.6,100,7.4,258,958,"Romance, Drama, Melodrama","Revenge, Rich Family, Smart Female Lead, Forbidden Love, Soap Opera, Multiple Mains, Mother-Daughter Relationship, Multiple Couples, Family"
1262,https://mydramalist.com/20920-momo-salon/cast,Momo Salon, South Korea ," Sep  2, 2014", Tuesday, 6, 9 min.,Naver TV Cast,n/a,/people/102635-min-ye-ji,"/people/4949-lizzy, /people/2879-park-jung-min",190.0,286,7.0,581,955,"Comedy, Romance","Web Series, Quirky Humour, Idol Actor, Workplace Setting, Hairdresser Female Lead, Miniseries"
1263,https://mydramalist.com/62237-daughter-in-law/cast,"No, Thank You", South Korea ," Nov 21, 2020 - Feb  6, 2021", Saturday, 12, 20 min.,Daum Kakao TV,/people/23567-lee-kwang-young,n/a,"/people/1638-park-ha-sun, /people/1272-kwon-yool, /people/1711-moon-hee-kyung, /people/4438-kim-jong-goo",260.5,481,7.9,96,949,"Comedy, Romance, Life, Drama","Married Male Lead, Office Worker Female Lead, Mother-in-law - Daughter-in-law Relationship, Family Relationship, Web Series, Adapted From A Webtoon"
1264,https://mydramalist.com/54253-afraid-of/cast,Afraid Of, South Korea ," Dec 15, 2019 - Jan  1, 2020", Monday, 3, 7 min.,n/a,n/a,n/a,"/people/12114-jo-soo-min, /people/102879-lee-ga-yun",149.0,298,7.5,261,944,Romance,"LGBTQ+, Miniseries, Web Series, Lesbian Romance, Closeted, Overcoming Fear, Lesbian Female Lead, Short Length Series, Student, University"
